0,1723108491.6083589,[100.205681, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108491.8121045,[100.205681, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108492.0123649,[99.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108492.212756,[98.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108492.4130917,[97.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108492.6133394,[97.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108492.8136292,[96.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108493.0139325,[95.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108493.2140825,[94.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108493.4143853,[94.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108493.6146789,[93.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108493.8149607,[92.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108494.0151799,[91.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108494.2153575,[91.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108494.4155867,[90.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108494.6158276,[89.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108494.8161619,[88.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108495.0164654,[88.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108495.2164843,[87.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108495.4167163,[86.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108495.616931,[85.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108495.8172195,[85.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108496.0174913,[84.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108496.2177145,[83.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108496.4180453,[82.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108496.6183195,[82.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108496.818603,[81.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108497.0189087,[80.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108497.2191904,[79.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108497.4194822,[79.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108497.6196835,[78.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108497.8200247,[77.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108498.0203319,[76.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108498.2205145,[76.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108498.4208202,[75.455757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108498.6212165,[74.705757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108498.8215759,[73.955757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
2,1723108499.02195,[73.205757, -516.568176, 352.908844, 179.999619, -0.006704, -0.004297]
